School District,City,County,State,,,,,,,,,,"Achille Public Schools, Adair Public Schools, Ada Public Schools, Afton Public Schools, Agra Public Schools, Alex Public Schools, Aline-Cleo Public Schools, Allen-Bowden Public School, Allen Public Schools, Altus Public Schools, Alva Public Schools, Amber-Pocasset Public Schools, Anadarko Public Schools, Anderson Public School, Antlers Public Schools, Arapaho-Butler Public Schools, Ardmore Public Schools, Arkoma Public Schools, Arnett Public Schools, Asher Public Schools, Atoka Public Schools, Avant Public School, Balko Public Schools, Banner Public Schools, Barnsdall Public Schools, Bartlesville Public Schools, Battiest Public Schools, Bearden Public School, Beaver Public Schools, Beggs Public Schools, Belfonte Public School, Bennington Public Schools, Berryhill Public Schools, Bethany Public Schools, Bethel Public Schools, Big Pasture Public Schools, Billings Public Schools, Binger-Oney Public Schools, Bishop Public School, Bixby Public Schools, Blackwell Public Schools, Blair Public Schools, Blanchard Public Schools, Bluejacket Public Schools, Boise City Public Schools, Bokoshe Public Schools, Boone-Apache Public Schools, Boswell Public Schools, Bowlegs Public Schools, Bowring Public School, Braggs Public Schools, Bray-Doyle Public Schools, Bridge Creek Public Schools, Briggs Public School, Bristow Public Schools, Broken Arrow Public Schools, Broken Bow Public Schools, Brushy Public School, Buffalo Public Schools, Buffalo Valley Public Schools, Burlington Public Schools, Burns Flat-Dill City Schools, Butner Public Schools, Byng Public Schools, Cache Public Schools, Caddo Public Schools, Calera Public Schools, Calumet Public Schools, Calvin Public Schools, Cameron Public Schools, Canadian Public Schools, Caney Public Schools, Caney Valley Public Schools, Canton Public Schools, Canute Public Schools, Carnegie Public Schools, Carney Public Schools, Cashion Public Schools, Catoosa Public Schools, Cave Springs Public Schools, Cement Public Schools, Central High Public Schools, Central Public Schools, Chandler Public Schools, Chattanooga Public Schools, Checotah Public Schools, Chelsea Public Schools, Cherokee Public Schools, Cheyenne Public Schools, Chickasha Public Schools, Chisholm Public Schools, Choctaw-Nicoma Park School District, Chouteau-Mazie Public Schools, Cimarron Public Schools, Claremore Public Schools, Clayton Public Schools, Cleora Public School, Cleveland Public Schools, Clinton Public Schools, Coalgate Public Schools, Colbert Public Schools, Colcord Public Schools, Coleman Public Schools, Collinsville Public Schools, Comanche Public Schools, Commerce Public Schools, Copan Public Schools, Cordell Public Schools, Cottonwood Public School, Covington-Douglas Public Schools, Coweta Public Schools, Coyle Public Schools, Crescent Public Schools, Crooked Oak Public Schools, Crowder Public Schools, Crutcho Public Schools, Cushing Public Schools, Cyril Public Schools, Dahlonegah Public School, Dale Public Schools, Darlington Public School, Davenport Public Schools, Davidson Public Schools, Davis Public Schools, Deer Creek-Lamont Public Schools, Deer Creek Public Schools, Denison Public School, Depew Public Schools, Dewar Public Schools, Dewey Public Schools, Dibble Public Schools, Dickson Public Schools, Dover Public Schools, Drummond Public Schools, Drumright Public Schools, Duke Public Schools, Duncan Public Schools, Durant Public Schools, Eagletown Public Schools, Earlsboro Public Schools, Edmond Public Schools, Elgin Public Schools, Elk City Public Schools, Elmore City-Pernell Schools, El Reno Public Schools, Empire Public Schools, Enid Public Schools, Erick Public Schools, Eufaula Public Schools, Fairmount Public Schools, Fairview Public Schools, Fanshawe Public School, Fargo Public Schools, Felt Public Schools, Fletcher Public Schools, Flower Mound Public School, Forest Grove Public School, Forgan Public Schools, Fort Cobb-Broxton Public Schools, Fort Gibson Public Schools, Fort Supply Public Schools, Fort Towson Public Schools, Fox Public Schools, Foyil Public Schools, Frederick Public Schools, Freedom Public Schools, Friend Public School, Frink-Chambers Public School, Frontier Public Schools, Gans Public Schools, Garber Public Schools, Geary Public Schools, Geronimo Public Schools, Glencoe Public Schools, Glenpool Public Schools, Glover Public School, Goodwell Public Schools, Gore Public Schools, Gracemont Public Schools, Graham-Dustin Public Schools, Grandfield Public Schools, Grandview Public School, Grand View Public School, Granite Public Schools, Grove Elementary School District, Grove Public Schools, Guthrie Public Schools, Guymon Public Schools, Gypsy Public School, Haileyville Public Schools, Hammon Public Schools, Hanna Public Schools, Hardesty Public Schools, Harmony Public School, Harrah Public Schools, Hartshorne Public Schools, Haskell Public Schools, Haworth Public Schools, Haywood Public School, Healdton Public Schools, Heavener Public Schools, Hennessey Public Schools, Henryetta Public Schools, Hilldale Public Schools, Hinton Public Schools, Hobart Public Schools, Hodgen Public School, Holdenville Public Schools, Hollis Public Schools, Holly Creek Public School, Hominy Public Schools, Hooker Public Schools, Howe Public Schools, Hugo Public Schools, Hulbert Public Schools, Hydro-Eakly Public Schools, Idabel Public Schools, Indiahoma Public Schools, Indianola Public Schools, Inola Public Schools, Jay Public Schools, Jenks Public Schools, Jennings Public School, Jones Public Schools, Justice Public School, Justus-Tiawah Public School, Kansas Public Schools, Kellyville Public Schools, Kenwood Public School, Keota Public Schools, Ketchum Public Schools, Keys Public Schools, Keystone Public School, Kiefer Public Schools, Kildare Public School, Kingfisher Public Schools, Kingston Public Schools, Kinta Public Schools, Kiowa Public Schools, Konawa Public Schools, Krebs Public School, Kremlin-Hillsdale Public Schools, Lane Public School, Latta Public Schools, Laverne Public Schools, Lawton Public Schools, Leach Public School, Leedey Public Schools, LeFlore Public Schools, Lexington Public Schools, Liberty Public School (Sequoyah County), Liberty Public Schools (Tulsa County), Lindsay Public Schools, Little Axe Public Schools, Locust Grove Public Schools, Lomega Public Schools, Lone Grove Public Schools, Lone Star Public School, Lone Wolf Public Schools, Lookeba-Sickles Public Schools, Lowrey Public School, Lukfata Public School, Luther Public Schools, Macomb Public Schools, Madill Public Schools, Mangum Public Schools, Mannford Public Schools, Mannsville Public School, Maple Public School, Marble City Public School, Marietta Public Schools, Marlow Public Schools, Maryetta Public Schools, Mason Public Schools, Maud Public Schools, Maysville Public Schools, McAlester Public Schools, McCord Public School, McCurtain Public Schools, McLoud Public Schools, Medford Public Schools, Meeker Public Schools, Merritt Public Schools, Miami Public Schools, Middleberg Public School, Midway Public Schools, Midwest City-Del City Schools, Milburn Public Schools, Mill Creek Public Schools, Millwood Public Schools, Minco Public Schools, Moffett Public School, Monroe Public School, Mooreland Public Schools, Moore Public Schools, Morrison Public Schools, Morris Public Schools, Moseley Public School, Moss Public Schools, Mounds Public Schools, Mountain View-Gotebo Schools, Moyers Public Schools, Muldrow Public Schools, Mulhall-Orlando Public Schools, Muskogee Public Schools, Mustang Public Schools, Nashoba Public School, Navajo Public Schools, Newcastle Public Schools, Newkirk Public Schools, New Lima Public Schools, Ninnekah Public Schools, Noble Public Schools, Norman Public Schools, North Rock Creek Public Schools, Norwood Public School, Nowata Public Schools, Oakdale Public School, Oak Grove Public School, Oaks-Mission Public Schools, Oilton Public Schools, Okarche Public Schools, Okay Public Schools, Okeene Public Schools, Okemah Public Schools, Oklahoma City Public Schools, Oklahoma Union Public Schools, Okmulgee Public Schools, Oktaha Public Schools, Olive Public Schools, Olustee-Eldorado Public School, Oologah-Talala Public Schools, Optima Public School, Osage Hills Public School, Osage Public School, Owasso Public Schools, Paden Public Schools, Panama Public Schools, Panola Public Schools, Paoli Public Schools, Pauls Valley Public Schools, Pawhuska Public Schools, Pawnee Public Schools, Peavine Public School, Peckham Public School, Peggs Public School, Perkins-Tryon Public Schools, Perry Public Schools, Piedmont Public Schools, Pioneer-Pleasant Vale Schools, Pioneer Public School, Pittsburg Public Schools, Plainview Public Schools, Pleasant Grove Public School, Pocola Public Schools, Ponca City Public Schools, Pond Creek-Hunter Public Schools, Porter Consolidated Schools, Porum Public Schools, Poteau Public Schools, Prague Public Schools, Preston Public Schools, Pretty Water Public School, Prue Public Schools, Pryor Public Schools, Purcell Public Schools, Putnam City Schools, Quapaw Public Schools, Quinton Public Schools, Rattan Public Schools, Ravia Public School, Red Oak Public Schools, Reydon Public Schools, Ringling Public Schools, Ringwood Public Schools, Ripley Public Schools, Riverside Public School, Robin Hill Public School, Rock Creek Public Schools, Rocky Mountain Public School, Roff Public Schools, Roland Public Schools, Rush Springs Public Schools, Ryal Public School, Ryan Public Schools, Salina Public Schools, Sallisaw Public Schools, Sand Springs Public Schools, Sapulpa Public Schools, Sasakwa Public Schools, Savanna Public Schools, Sayre Public Schools, Schulter Public Schools, Seiling Public Schools, Seminole Public Schools, Sentinel Public Schools, Sequoyah Public Schools, Shady Grove Public School, Shady Point Public School, Sharon-Mutual Public Schools, Shattuck Public Schools, Shawnee Public Schools, Shidler Public Schools, Silo Public Schools, Skiatook Public Schools, Smithville Public Schools, Snyder Public Schools, Soper Public Schools, South Coffeyville Public Schools, South Rock Creek Public School, Sperry Public Schools, Spiro Public Schools, Springer Public Schools, Sterling Public Schools, Stidham Public School, Stigler Public Schools, Stillwater Public Schools, Stilwell Public Schools, Stonewall Public Schools, Straight Public School, Stratford Public Schools, Stringtown Public Schools, Strother Public Schools, Stroud Public Schools, Stuart Public Schools, Sulphur Public Schools, Sweetwater Public Schools, Tahlequah Public Schools, Talihina Public Schools, Taloga Public Schools, Tannehill Public School, Tecumseh Public Schools, Temple Public Schools, Tenkiller Public School, Texhoma Public Schools, Thackerville Public Schools, Thomas-Fay-Custer Unified District, Timberlake Public Schools, Tipton Public Schools, Tishomingo Public Schools, Tonkawa Public Schools, Tulsa Public Schools, Tupelo Public Schools, Turkey Ford Public School, Turner Public Schools, Turpin Public Schools, Tushka Public Schools, Tuskahoma Public School, Tuttle Public Schools, Twin Hills Public School, Tyrone Public Schools, Union City Public Schools, Union Public Schools, Valliant Public Schools, Vanoss Public Schools, Varnum Public Schools, Velma-Alma Public Schools, Verden Public Schools, Verdigris Public Schools, Vian Public Schools, Vici Public Schools, Vinita Public Schools, Wagoner Public Schools, Wainwright Public School, Walters Public Schools, Wanette Public Schools, Wapanucka Public Schools, Warner Public Schools, Washington Public Schools, Watonga Public Schools, Watts Public Schools, Waukomis Public Schools, Waurika Public Schools, Wayne Public Schools, Waynoka Public Schools, Weatherford Public Schools, Webbers Falls Public Schools, Welch Public Schools, Weleetka Public Schools, Wellston Public Schools, Western Heights Public Schools, Westville Public Schools, Wetumka Public Schools, Wewoka Public Schools, Whitebead Public School, Whitefield Public School, White Oak Public Schools, White Rock Public School, Whitesboro Public Schools, Wickliffe Public School, Wilburton Public Schools, Wilson Public Schools (Carter), Wilson Public Schools (Henryetta), Wister Public Schools, Woodall Public School, Woodland Public Schools, Woodward Public Schools, Wright City Public Schools, Wyandotte Public Schools, Wynnewood Public Schools, Wynona Public Schools, Yale Public Schools, Yarbrough Public Schools, Yukon Public Schools, Zaneis Public School, Zion Public School"
Konawa Public Schools,Konawa,Seminole,Oklahoma,,,,,,,,,,
Krebs Public School,Krebs,Pittsburg,Oklahoma,,,,,,,,,,
Kremlin-Hillsdale Public Schools,Kremlin,Garfield,Oklahoma,,,,,,,,,,
Lane Public School,Lane,Atoka,Oklahoma,,,,,,,,,,
Latta Public Schools,Ada,Pontotoc,Oklahoma,,,,,,,,,,
Laverne Public Schools,Laverne,Harper,Oklahoma,,,,,,,,,,
Lawton Public Schools,Lawton,Comanche,Oklahoma,,,,,,,,,,
Leach Public School,Rose,Delaware,Oklahoma,,,,,,,,,,
Leedey Public Schools,Leedey,Dewey,Oklahoma,,,,,,,,,,
LeFlore Public Schools,LeFlore,Le Flore,Oklahoma,,,,,,,,,,
Lexington Public Schools,Lexington,Cleveland,Oklahoma,,,,,,,,,,
Liberty Public School (Sequoyah County),Muldrow,Sequoyah,Oklahoma,,,,,,,,,,
Liberty Public Schools (Tulsa County),Tulsa,Tulsa,Oklahoma,,,,,,,,,,
Lindsay Public Schools,Lindsay,Garvin,Oklahoma,,,,,,,,,,
Little Axe Public Schools,Harrah,Cleveland,Oklahoma,,,,,,,,,,
Locust Grove Public Schools,Locust Grove,Mayes,Oklahoma,,,,,,,,,,
Lomega Public Schools,Omega,Kingfisher,Oklahoma,,,,,,,,,,
Lone Grove Public Schools,Lone Grove,Carter,Oklahoma,,,,,,,,,,
Lone Star Public School,Sapulpa,Creek,Oklahoma,,,,,,,,,,
Lone Wolf Public Schools,Lone Wolf,Jackson,Oklahoma,,,,,,,,,,
Lookeba-Sickles Public Schools,Lookeba,Caddo,Oklahoma,,,,,,,,,,
Lowrey Public School,Tahlequah,Cherokee,Oklahoma,,,,,,,,,,
Lukfata Public School,Idabel,McCurtain,Oklahoma,,,,,,,,,,
Luther Public Schools,Luther,Oklahoma,Oklahoma,,,,,,,,,,
Macomb Public Schools,Macomb,Pottawatomie,Oklahoma,,,,,,,,,,
Madill Public Schools,Madill,Marshall,Oklahoma,,,,,,,,,,
Mangum Public Schools,Mangum,Greer,Oklahoma,,,,,,,,,,
Mannford Public Schools,Mannford,Creek,Oklahoma,,,,,,,,,,
Mannsville Public School,Mannsville,Johnston,Oklahoma,,,,,,,,,,
Maple Public School,El Reno,Canadian,Oklahoma,,,,,,,,,,
Marble City Public School,Marble City,Sequoyah,Oklahoma,,,,,,,,,,
Marietta Public Schools,Marietta,Love,Oklahoma,,,,,,,,,,
Marlow Public Schools,Marlow,Stephens,Oklahoma,,,,,,,,,,
Maryetta Public Schools,Stilwell,Adair,Oklahoma,,,,,,,,,,
Mason Public Schools,Mason,Okfuskee,Oklahoma,,,,,,,,,,
Maud Public Schools,Maud,Pottawatomie,Oklahoma,,,,,,,,,,
Maysville Public Schools,Maysville,Garvin,Oklahoma,,,,,,,,,,
McAlester Public Schools,McAlester,Pittsburg,Oklahoma,,,,,,,,,,
McCord Public School,Ponca City,Kay,Oklahoma,,,,,,,,,,
McCurtain Public Schools,McCurtain,Le Flore,Oklahoma,,,,,,,,,,
McLoud Public Schools,McLoud,Pottawatomie,Oklahoma,,,,,,,,,,
Medford Public Schools,Medford,Grant,Oklahoma,,,,,,,,,,
Meeker Public Schools,Meeker,Lincoln,Oklahoma,,,,,,,,,,
Merritt Public Schools,Merritt,Beckham,Oklahoma,,,,,,,,,,
Miami Public Schools,Miami,Ottawa,Oklahoma,,,,,,,,,,
Middleberg Public School,Chickasha,Grady,Oklahoma,,,,,,,,,,
Midway Public Schools,Prague,Hughes,Oklahoma,,,,,,,,,,
Midwest City-Del City Schools,Midwest City,Oklahoma,Oklahoma,,,,,,,,,,
Milburn Public Schools,Milburn,Johnston,Oklahoma,,,,,,,,,,
Mill Creek Public Schools,Mill Creek,Johnston,Oklahoma,,,,,,,,,,
Millwood Public Schools,Oklahoma City,Oklahoma,Oklahoma,,,,,,,,,,
Minco Public Schools,Minco,Grady,Oklahoma,,,,,,,,,,
Moffett Public School,Moffett,Sequoyah,Oklahoma,,,,,,,,,,
Monroe Public School,Monroe,Le Flore,Oklahoma,,,,,,,,,,
Mooreland Public Schools,Mooreland,Woodward,Oklahoma,,,,,,,,,,
Moore Public Schools,Moore,Cleveland,Oklahoma,,,,,,,,,,
Morrison Public Schools,Morrison,Noble,Oklahoma,,,,,,,,,,
Morris Public Schools,Morris,Okmulgee,Oklahoma,,,,,,,,,,
Moseley Public School,Colcord,Delaware,Oklahoma,,,,,,,,,,
Moss Public Schools,Holdenville,Hughes,Oklahoma,,,,,,,,,,
Mounds Public Schools,Mounds,Creek,Oklahoma,,,,,,,,,,
Mountain View-Gotebo Schools,Mountain View,Kiowa,Oklahoma,,,,,,,,,,
Moyers Public Schools,Moyers,Pushmataha,Oklahoma,,,,,,,,,,
Muldrow Public Schools,Muldrow,Sequoyah,Oklahoma,,,,,,,,,,
Mulhall-Orlando Public Schools,Orlando,Logan,Oklahoma,,,,,,,,,,
Muskogee Public Schools,Muskogee,Muskogee,Oklahoma,,,,,,,,,,
Mustang Public Schools,Mustang,Canadian,Oklahoma,,,,,,,,,,
Nashoba Public School,Nashoba,Pushmataha,Oklahoma,,,,,,,,,,
Navajo Public Schools,Altus,Jackson,Oklahoma,,,,,,,,,,
Newcastle Public Schools,Newcastle,McClain,Oklahoma,,,,,,,,,,
Newkirk Public Schools,Newkirk,Kay,Oklahoma,,,,,,,,,,
New Lima Public Schools,Lima,Seminole,Oklahoma,,,,,,,,,,
Ninnekah Public Schools,Ninnekah,Grady,Oklahoma,,,,,,,,,,
Noble Public Schools,Noble,Cleveland,Oklahoma,,,,,,,,,,
Norman Public Schools,Norman,Cleveland,Oklahoma,,,,,,,,,,
North Rock Creek Public Schools,Shawnee,Pottawatomie,Oklahoma,,,,,,,,,,
Norwood Public School,Hulbert,Cherokee,Oklahoma,,,,,,,,,,
Nowata Public Schools,Nowata,Nowata,Oklahoma,,,,,,,,,,
Oakdale Public School,Oklahoma City,Oklahoma,Oklahoma,,,,,,,,,,
Oak Grove Public School,Cushing,Creek,Oklahoma,,,,,,,,,,
Oaks-Mission Public Schools,Oaks,Delaware,Oklahoma,,,,,,,,,,
Oilton Public Schools,Oilton,Creek,Oklahoma,,,,,,,,,,
Okarche Public Schools,Okarche,Kingfisher,Oklahoma,,,,,,,,,,
Okay Public Schools,Okay,Wagoner,Oklahoma,,,,,,,,,,
Okeene Public Schools,Okeene,Blaine,Oklahoma,,,,,,,,,,
Okemah Public Schools,Okemah,Okfuskee,Oklahoma,,,,,,,,,,
Oklahoma City Public Schools,Oklahoma City,Oklahoma,Oklahoma,,,,,,,,,,
Oklahoma Union Public Schools,South Coffeyville,Nowata,Oklahoma,,,,,,,,,,
Okmulgee Public Schools,Okmulgee,Okmulgee,Oklahoma,,,,,,,,,,
Oktaha Public Schools,Oktaha,Muskogee,Oklahoma,,,,,,,,,,
Olive Public Schools,Olive,Creek,Oklahoma,,,,,,,,,,
Olustee-Eldorado Public School,Olustee,Jackson,Oklahoma,,,,,,,,,,
Oologah-Talala Public Schools,Oologah,Rogers,Oklahoma,,,,,,,,,,
Optima Public School,Optima,Texas,Oklahoma,,,,,,,,,,
Osage Hills Public School,Miami,Ottawa,Oklahoma,,,,,,,,,,
Osage Public School,Meadows,Creek,Oklahoma,,,,,,,,,,
Owasso Public Schools,Owasso,Tulsa,Oklahoma,,,,,,,,,,
Paden Public Schools,Paden,Lincoln,Oklahoma,,,,,,,,,,
Panama Public Schools,Panama,Le Flore,Oklahoma,,,,,,,,,,
Panola Public Schools,Panola,Le Flore,Oklahoma,,,,,,,,,,
Paoli Public Schools,Paoli,Garvin,Oklahoma,,,,,,,,,,
Pauls Valley Public Schools,Pauls Valley,Garvin,Oklahoma,,,,,,,,,,
Pawhuska Public Schools,Pawhuska,Osage,Oklahoma,,,,,,,,,,
Pawnee Public Schools,Pawnee,Pawnee,Oklahoma,,,,,,,,,,
Peavine Public School,Stilwell,Adair,Oklahoma,,,,,,,,,,
Peckham Public School,Ponca City,Kay,Oklahoma,,,,,,,,,,
Peggs Public School,Peggs,Cherokee,Oklahoma,,,,,,,,,,
Perkins-Tryon Public Schools,Perkins,Payne,Oklahoma,,,,,,,,,,
Perry Public Schools,Perry,Noble,Oklahoma,,,,,,,,,,
Piedmont Public Schools,Piedmont,Canadian,Oklahoma,,,,,,,,,,
Pioneer-Pleasant Vale Schools,Enid,Garfield,Oklahoma,,,,,,,,,,
Pioneer Public School,Chickasha,Grady,Oklahoma,,,,,,,,,,
Pittsburg Public Schools,Pittsburg,Pittsburg,Oklahoma,,,,,,,,,,
Plainview Public Schools,Ardmore,Carter,Oklahoma,,,,,,,,,,
Pleasant Grove Public School,Shawnee,Pottawatomie,Oklahoma,,,,,,,,,,
Pocola Public Schools,Pocola,Le Flore,Oklahoma,,,,,,,,,,
Ponca City Public Schools,Ponca City,Kay,Oklahoma,,,,,,,,,,
Pond Creek-Hunter Public Schools,Pond Creek,Grant,Oklahoma,,,,,,,,,,
Porter Consolidated Schools,Porter,Wagoner,Oklahoma,,,,,,,,,,
Porum Public Schools,Porum,McIntosh,Oklahoma,,,,,,,,,,
Poteau Public Schools,Poteau,Le Flore,Oklahoma,,,,,,,,,,
Prague Public Schools,Prague,Lincoln,Oklahoma,,,,,,,,,,
Preston Public Schools,Okmulgee,Okmulgee,Oklahoma,,,,,,,,,,
Pretty Water Public School,Sapulpa,Creek,Oklahoma,,,,,,,,,,
Prue Public Schools,Prue,Osage,Oklahoma,,,,,,,,,,
Pryor Public Schools,Pryor,Mayes,Oklahoma,,,,,,,,,,
Purcell Public Schools,Purcell,McClain,Oklahoma,,,,,,,,,,
Putnam City Schools,Oklahoma City,Oklahoma,Oklahoma,,,,,,,,,,
Quapaw Public Schools,Quapaw,Ottawa,Oklahoma,,,,,,,,,,
Quinton Public Schools,Quinton,Pittsburg,Oklahoma,,,,,,,,,,
Rattan Public Schools,Rattan,Pushmataha,Oklahoma,,,,,,,,,,
Ravia Public School,Ravia,Johnston,Oklahoma,,,,,,,,,,
Red Oak Public Schools,Red Oak,Latimer,Oklahoma,,,,,,,,,,
Reydon Public Schools,Reydon,Roger Mills,Oklahoma,,,,,,,,,,
Ringling Public Schools,Ringling,Carter,Oklahoma,,,,,,,,,,
Ringwood Public Schools,Ringwood,Major,Oklahoma,,,,,,,,,,
Ripley Public Schools,Ripley,Payne,Oklahoma,,,,,,,,,,
Riverside Public School,Riverside,Washita,Oklahoma,,,,,,,,,,
Robin Hill Public School,Norman,Cleveland,Oklahoma,,,,,,,,,,
Rock Creek Public Schools,Coleman,Johnston,Oklahoma,,,,,,,,,,
Rocky Mountain Public School,Stilwell,Adair,Oklahoma,,,,,,,,,,
Roff Public Schools,Roff,Pontotoc,Oklahoma,,,,,,,,,,
Roland Public Schools,Roland,Sequoyah,Oklahoma,,,,,,,,,,
Rush Springs Public Schools,Rush Springs,Grady,Oklahoma,,,,,,,,,,
Ryal Public School,Henryetta,McIntosh,Oklahoma,,,,,,,,,,
Ryan Public Schools,Ryan,Jefferson,Oklahoma,,,,,,,,,,
Salina Public Schools,Salina,Mayes,Oklahoma,,,,,,,,,,
Sallisaw Public Schools,Sallisaw,Sequoyah,Oklahoma,,,,,,,,,,
Sand Springs Public Schools,Sand Springs,Tulsa,Oklahoma,,,,,,,,,,
Sapulpa Public Schools,Sapulpa,Creek,Oklahoma,,,,,,,,,,
Sasakwa Public Schools,Sasakwa,Seminole,Oklahoma,,,,,,,,,,
Savanna Public Schools,Savanna,Pittsburg,Oklahoma,,,,,,,,,,
Sayre Public Schools,Sayre,Beckham,Oklahoma,,,,,,,,,,
Schulter Public Schools,Schulter,Okmulgee,Oklahoma,,,,,,,,,,
Seiling Public Schools,Seiling,Dewey,Oklahoma,,,,,,,,,,
Seminole Public Schools,Seminole,Seminole,Oklahoma,,,,,,,,,,
Sentinel Public Schools,Sentinel,Washita,Oklahoma,,,,,,,,,,
Sequoyah Public Schools,Claremore,Rogers,Oklahoma,,,,,,,,,,
Shady Grove Public School,Tahlequah,Cherokee,Oklahoma,,,,,,,,,,
Shady Point Public School,Shady Point,Le Flore,Oklahoma,,,,,,,,,,
Sharon-Mutual Public Schools,Sharon,Woodward,Oklahoma,,,,,,,,,,
Shattuck Public Schools,Shattuck,Woodward,Oklahoma,,,,,,,,,,
Shawnee Public Schools,Shawnee,Pottawatomie,Oklahoma,,,,,,,,,,
Shidler Public Schools,Shidler,Osage,Oklahoma,,,,,,,,,,
Silo Public Schools,Durant,Bryan,Oklahoma,,,,,,,,,,
Skiatook Public Schools,Skiatook,Tulsa,Oklahoma,,,,,,,,,,
Smithville Public Schools,Smithville,McCurtain,Oklahoma,,,,,,,,,,
Snyder Public Schools,Snyder,Kiowa,Oklahoma,,,,,,,,,,
Soper Public Schools,Soper,Choctaw,Oklahoma,,,,,,,,,,
South Coffeyville Public Schools,South Coffeyville,Nowata,Oklahoma,,,,,,,,,,
South Rock Creek Public School,Shawnee,Pottawatomie,Oklahoma,,,,,,,,,,
Sperry Public Schools,Sperry,Tulsa,Oklahoma,,,,,,,,,,
Spiro Public Schools,Spiro,Le Flore,Oklahoma,,,,,,,,,,
Springer Public Schools,Springer,Carter,Oklahoma,,,,,,,,,,
Sterling Public Schools,Sterling,Grady,Oklahoma,,,,,,,,,,
Stidham Public School,Stidham,McIntosh,Oklahoma,,,,,,,,,,
Stigler Public Schools,Stigler,Haskell,Oklahoma,,,,,,,,,,
Stillwater Public Schools,Stillwater,Payne,Oklahoma,,,,,,,,,,
Stilwell Public Schools,Stilwell,Adair,Oklahoma,,,,,,,,,,
Stonewall Public Schools,Stonewall,Pontotoc,Oklahoma,,,,,,,,,,
Straight Public School,Guymon,Texas,Oklahoma,,,,,,,,,,
Stratford Public Schools,Stratford,Garvin,Oklahoma,,,,,,,,,,
Stringtown Public Schools,Stringtown,Atoka,Oklahoma,,,,,,,,,,
Strother Public Schools,Seminole,Seminole,Oklahoma,,,,,,,,,,
Stroud Public Schools,Stroud,Creek,Oklahoma,,,,,,,,,,
Stuart Public Schools,Stuart,Hughes,Oklahoma,,,,,,,,,,
Sulphur Public Schools,Sulphur,Garvin,Oklahoma,,,,,,,,,,
Sweetwater Public Schools,Sweetwater,Beckham,Oklahoma,,,,,,,,,,
Tahlequah Public Schools,Tahlequah,Cherokee,Oklahoma,,,,,,,,,,
Talihina Public Schools,Talihina,Le Flore,Oklahoma,,,,,,,,,,
Taloga Public Schools,Taloga,Dewey,Oklahoma,,,,,,,,,,
Tannehill Public School,McAlester,Pittsburg,Oklahoma,,,,,,,,,,
Tecumseh Public Schools,Tecumseh,Pottawatomie,Oklahoma,,,,,,,,,,
Temple Public Schools,Temple,Cotton,Oklahoma,,,,,,,,,,
Tenkiller Public School,Cookson,Cherokee,Oklahoma,,,,,,,,,,
Texhoma Public Schools,Texhoma,Texas,Oklahoma,,,,,,,,,,
Thackerville Public Schools,Thackerville,Love,Oklahoma,,,,,,,,,,
Thomas-Fay-Custer Unified District,Thomas,Custer,Oklahoma,,,,,,,,,,
Timberlake Public Schools,Helena,Alfalfa,Oklahoma,,,,,,,,,,
Tipton Public Schools,Tipton,Tillman,Oklahoma,,,,,,,,,,
Tishomingo Public Schools,Tishomingo,Johnston,Oklahoma,,,,,,,,,,
Tonkawa Public Schools,Tonkawa,Kay,Oklahoma,,,,,,,,,,
Tulsa Public Schools,Tulsa,Tulsa,Oklahoma,,,,,,,,,,
Tupelo Public Schools,Tupelo,Coal,Oklahoma,,,,,,,,,,
Turkey Ford Public School,Fairland,Ottawa,Oklahoma,,,,,,,,,,
Turner Public Schools,Burneyville,Love,Oklahoma,,,,,,,,,,
Turpin Public Schools,Turpin,Texas,Oklahoma,,,,,,,,,,
Tushka Public Schools,Tushka,Atoka,Oklahoma,,,,,,,,,,
Tuskahoma Public School,Tuskahoma,Pushmataha,Oklahoma,,,,,,,,,,
Tuttle Public Schools,Tuttle,Grady,Oklahoma,,,,,,,,,,
Twin Hills Public School,Okmulgee,Okmulgee,Oklahoma,,,,,,,,,,
Tyrone Public Schools,Tyrone,Texas,Oklahoma,,,,,,,,,,
Union City Public Schools,Union City,Canadian,Oklahoma,,,,,,,,,,
Union Public Schools,Tulsa,Tulsa,Oklahoma,,,,,,,,,,
Valliant Public Schools,Valliant,McCurtain,Oklahoma,,,,,,,,,,
Vanoss Public Schools,Ada,Pontotoc,Oklahoma,,,,,,,,,,
Varnum Public Schools,Seminole,Seminole,Oklahoma,,,,,,,,,,
Velma-Alma Public Schools,Velma,Stephens,Oklahoma,,,,,,,,,,
Verden Public Schools,Verden,Grady,Oklahoma,,,,,,,,,,
Verdigris Public Schools,Claremore,Rogers,Oklahoma,,,,,,,,,,
Vian Public Schools,Vian,Sequoyah,Oklahoma,,,,,,,,,,
Vici Public Schools,Vici,Dewey,Oklahoma,,,,,,,,,,
Vinita Public Schools,Vinita,Craig,Oklahoma,,,,,,,,,,
Wagoner Public Schools,Wagoner,Wagoner,Oklahoma,,,,,,,,,,
Wainwright Public School,Wainwright,Muskogee,Oklahoma,,,,,,,,,,
Walters Public Schools,Walters,Cotton,Oklahoma,,,,,,,,,,
Wanette Public Schools,Wanette,Pottawatomie,Oklahoma,,,,,,,,,,
Wapanucka Public Schools,Wapanucka,Johnston,Oklahoma,,,,,,,,,,
